LIPID_NAME	AO_LDLR_1f_chow	AO_LDLR_1m_chow	AO_LDLR_2f_chow	AO_LDLR_2m_chow	AO_LDLR_13f_chow	AO_LDLR_13m_chow	AO_LDLR_5f_WD	AO_LDLR_5m_WD	AO_LDLR_6f_WD	AO_LDLR_6m_WD	AO_LDLR_10f_WD	AO_LDLR_11m_WD	AO_PCSK9_1f_chow	AO_PCSK9_1m_chow	AO_PCSK9_2f_chow	AO_PCSK9_2m_chow	AO_PCSK9_13f_chow	AO_PCSK9_13m_chow	AO_PCSK9_5f_WD	AO_PCSK9_5m_WD	AO_PCSK9_6f_WD	AO_PCSK9_6m_WD	AO_PCSK9_10f_WD	AO_PCSK9_12m_WD	AO_BL6_1f_chow	AO_BL6_1m_chow	AO_BL6_2f_chow	AO_BL6_2m_chow	AO_BL6_13f_chow	AO_BL6_13m_chow	AO_BL6_5f_WD	AO_BL6_6f_WD	AO_BL6_6m_WD	AO_BL6_7m_WD	AO_BL6_10f_WD	AO_BL6_12m_WD	LI_LDLR_1f_chow	LI_LDLR_1m_chow	LI_LDLR_2f_chow	LI_LDLR_2m_chow	LI_LDLR_3m_chow	LI_LDLR_4m_chow	LI_LDLR_5f_WD	LI_LDLR_5m_WD	LI_LDLR_6f_WD	LI_LDLR_6m_WD	LI_LDLR_7f_WD	LI_LDLR_11m_WD	LI_PCSK9_1f_chow	LI_PCSK9_1m_chow	LI_PCSK9_2f_chow	LI_PCSK9_2m_chow	LI_PCSK9_3f_chow	LI_PCSK9_3m_chow	LI_PCSK9_5f_WD	LI_PCSK9_5m_WD	LI_PCSK9_6f_WD	LI_PCSK9_6m_WD	LI_PCSK9_7f_WD	LI_PCSK9_7m_WD	LI_BL6_1f_chow	LI_BL6_1m_chow	LI_BL6_2f_chow	LI_BL6_2m_chow	LI_BL6_3f_chow	LI_BL6_3m_chow	LI_BL6_5f_WD	LI_BL6_6f_WD	LI_BL6_6m_WD	LI_BL6_7f_WD	LI_BL6_7m_WD	LI_BL6_12m_WD	PL_LDLR_1f_chow	PL_LDLR_1m_chow	PL_LDLR_2f_chow	PL_LDLR_2m_chow	PL_LDLR_3m_chow	PL_LDLR_4m_chow	PL_LDLR_5f_WD	PL_LDLR_5m_WD	PL_LDLR_6f_WD	PL_LDLR_6m_WD	PL_LDLR_7f_WD	PL_LDLR_11m_WD	PL_PCSK9_1f_chow	PL_PCSK9_1m_chow	PL_PCSK9_2f_chow	PL_PCSK9_2m_chow	PL_PCSK9_3f_chow	PL_PCSK9_3m_chow	PL_PCSK9_5f_WD	PL_PCSK9_5m_WD	PL_PCSK9_6f_WD	PL_PCSK9_6m_WD	PL_PCSK9_7f_WD	PL_PCSK9_7m_WD	PL_BL6_1f_chow	PL_BL6_1m_chow	PL_BL6_2f_chow	PL_BL6_2m_chow	PL_BL6_3f_chow	PL_BL6_3m_chow	PL_BL6_5f_WD	PL_BL6_6f_WD	PL_BL6_6m_WD	PL_BL6_7f_WD	PL_BL6_7m_WD	PL_BL6_8m_WD
18:3	3702332044.18879	5385551247.08148	2627595433.63557	5240629029.57186	4142818947.65349	4854410467.77579	15549233574.995	23093281920.1501	14704051639.5923	22748652865.3265	12226410223.2594	19947159442.5623	4760039365.26941	2399238742.96574	2548840705.91392	4140773105.96155	2157845502.4329	6647588241.68349	2541367349.5532	3377106929.42059	599076610.534912	3047933458.22091	3221528533.66451	5826761831.21296	2137868676.11783	2847293189.07416	1653364198.70848	4006777039.27301	4197515824.8655	2681309617.90253	0	0	0	0	0	0	59578667764.7459	85145443833.4849	70775077392.801	67164890968.9649	91228864008.5392	74111745164.5956	60167667888.3133	36836168864.9397	57091690102.9996	49312270838.8329	50672225675.799	62278285774.8391	57273488177.3902	79791532492.9162	60295775867.0003	77074907535.493	64204058865.472	71945904788.4037	47666124356.6058	40284842735.6407	44211161022.2152	58100523475.3057	54672258820.6333	66903410275.3894	47167569020.1489	62054189447.7185	59030208572.9851	80547327309.8072	54350981881.6324	72553474665.0749	38899609661.3203	44341415111.2394	24389989102.3227	53734067689.879	27474981791.6137	28319323277.0384	39780158107157.4	59499042351683.7	39157618551427.3	52354481337539.7	46944075132161.4	48917042951850.4	13116390451077.3	233119054785258	165032849900418	221019793877227	13082108257576.3	223927259380873	1483599569430.33	8905988873646.53	9796268643894.93	11245411395745.5	1415967316851.01	10409460386823.2	1623860435287.53	14908474960716.1	2069340747457.56	30244884399996.1	1599435968947.03	18746960995323.5	13295679984025.3	19711632152882.1	3278356287666.45	19456490573319.4	12312475859008.1	18282620156518.8	21108295876249.5	16787893658934.3	39449851644468.7	15273027570779.6	38591609789622.9	43052966993723.5
19:0	1076431481.87602	1018530645.06386	732986018.616518	821880224.899092	597542590.594408	1336661376.79547	10137969593.0964	17702792758.4515	12652448746.1586	27421043764.3711	11536331295.8135	16941664854.0604	0	0	0	0	0	0	596626442.305833	1192034605.51629	819559592.919847	1257624090.22482	226107240.395513	1191908983.65802	0	0	0	0	0	0	0	0	0	0	0	0	1001755128.60697	1578367045.99597	583588146.021976	948503324.314997	1319878754.21236	1706411491.09694	14457765590.2773	15228137541.1054	23852506888.2518	18098247899.2298	19689004897.825	18335890249.3299	0	0	0	0	0	0	9976025132.01894	10298224542.5564	12565895948.2412	17225731586.92	10530311588.1586	19915398430.7968	0	0	0	0	0	0	15355432470.5553	11649650462.3123	15665160027.3779	15075695958.0789	15796213254.4938	25564760578.637	2288017765979.56	2626943366762.32	2120420702059.63	2662073981508.35	3590695083848.3	2011185199741.46	0	49184267435886.5	46918691705711.4	52709398854774.5	0	51040192037157.7	0	590394814172.995	344217632337.607	572863943298.372	0	401363365253.1	0	1771214014723.44	0	1950864383993.44	0	1703953997355.06	401366033543.271	622706054314.75	0	477607379044.809	487948825817.167	710716719611.968	1696264208443.67	1510390325514.31	2403487436569.58	1571989388535.24	2137605207997.33	3232803711509.89
19:1	0	0	0	0	0	0	10018400407.9305	15525089186.3212	16669031095.3963	21457747774.984	12636040700.7368	12314904920.7175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26010522034.3927	14808306942.1086	45484500250.3348	21076840681.2024	34683927085.0171	17615962942.0547	0	0	0	0	0	0	9806455677.07401	6329330141.67275	20431763827.2884	10687933055.4219	11369935749.9858	11050333026.3646	0	0	0	0	0	0	15955180369.1315	12636807680.5963	12753012596.7724	18089547351.0052	11488272985.7966	23388948079.1786	917806759368.901	909951382239.891	1313806089279.77	858565140108.511	128654996599.805	1304165103364.81	0	54194975156531	68776654051940.3	55688805933290	0	47656753727237.1	0	0	0	0	0	0	0	1251921899388.3	0	1351258702248.15	0	848205776322.896	219100621691.14	705773280162.398	0	148603555407.238	112067460486.884	320479296146.571	1431728862146.12	1780475579628.31	1628202721331.07	0	2152409194234.04	2345061582592.04
19:2	0	0	0	0	0	0	3366627681.67251	3260954285.42712	4579962298.29297	4001033964.42333	3255226085.26535	2221127362.98643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4252682850.61422	2821039906.8937	7660318782.22375	4716834057.68355	5482676033.71614	5308366491.48126	0	0	0	0	0	0	2027100789.59306	0	2667744203.62946	1941227650.4928	1640153307.86766	1519191743.51424	0	0	0	0	0	0	5123241485.37425	1836446615.0796	1317362462.87668	2101463088.21642	1302102719.27349	373271681.61042	2225667340557.84	725890397367.547	604811622219.762	449434481051.417	587153873448.943	497866906632.517	0	9887477394796.1	21895433101920.4	7519979629137.62	0	12749883613127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532036139886.68	909764153218.211	627806550294.55	628942322206.01	1172237171309.9	1753417204904.14
20:0	3084427422.89422	2288476598.01629	2169747532.03223	3863502677.19069	3236910306.90089	2697828057.53702	12483802226.6778	13784991525.4697	20603574206.0415	23984586770.7541	11303398966.3992	14872993520.4696	5508076483.54787	4449294903.08727	3070279686.4014	3239483546.62966	1939432817.78039	4381677793.65085	2387093782.9142	2296810076.2141	2277001139.10441	2921498986.69172	2387991746.51741	2334200834.29831	1930755328.20671	2458667899.39473	1717332441.23331	2576288767.57965	2701578899.39521	1788157106.91521	1701036250.03202	2849750375.1268	2522754933.08629	2090308489.56559	2545146206.82017	2742866844.08717	4608408924.88228	25692290298.345	5874629158.14407	5115774540.99166	28250633932.1431	25150364232.1873	5598558935.68663	6531981031.57501	5798212306.72373	5277919207.7143	6818021236.39778	9888777312.18886	6561788460.11175	9211806153.69034	9400581630.39901	12326565991.9592	5044381285.17305	7982330057.11822	9343068518.31016	9880027620.12726	8574955859.65693	12106210643.0323	6452221448.96626	12274705994.9381	8590737564.14083	18033943180.8881	10097741821.6356	25686888315.8372	6770176574.75733	18677393011.2427	8640085480.67576	9642454170.95469	8043659639.53129	11115095346.0703	5033468178.51382	6428139613.6848	1091205299656.11	5526562424355.44	969091482056.356	6308427773974.69	4667234431480.95	4293030358663.64	9298050343054.99	14576031742483.8	3587082128323.66	16764256507717.5	10553956754483.6	18323106171097.9	205832514008.268	1012384612870.98	266897069451.611	812716611741.231	167169369007.182	842344339064.85	247156953801.233	931329784515.135	301112402495.141	1413904567637.28	233155192605.652	921623062897.886	517896068302.479	1510928665281.24	728751005811.163	1360696338894.12	841439256580.542	1538518717176.8	1259217186885.35	1655442823188.82	2051088018215.97	1275029377662.42	1700440076659.46	1642666862200.55
20:1	34562522110.4324	47155660176.3827	3303590440.48059	78017230818.4178	29965682461.2806	63266562208.0013	87739106008.9265	251992565794.995	164810572192.027	245025645886.25	252913430262.961	157295853118.159	20440919348.2548	30144298195.5567	76306593410.4172	70054833923.1308	45087561133.6065	18949048612.4949	88824255563.457	66283750469.1766	4548276623.50964	69524063565.7092	160138410375.221	85451924974.6143	26037125263.1783	29581005928.8724	47041059136.9811	49975081452.2569	38919692838.6429	56340154565.6725	132959870936.37	64856109840.2696	210856562884.501	199598819618.682	75154066036.2293	75201514785.1487	16501195053.4757	30657330276.8626	22664817919.7993	33364554070.1939	57570251148.933	59535574047.4301	145054519548.085	285956932562.001	279941607684.465	475304864796.775	247672152227.269	415861466420.181	8412276230.73925	18437788425.6934	14324246838.4731	24599974228.5443	14934425386.1207	11859487263.2046	282586672626.07	305742299903.649	190883040918.124	345467152794.209	131930765953.954	251224981071.62	15759053574.1143	49025656800.6122	26478987442.9505	39248684079.8602	28032842207.6878	40116630671.2449	307802992194.943	340715234888.099	979671344060.372	216486857067.525	484566573510.377	776704172741.533	1473080427167.04	7109816551174.22	2634626643390.8	5234899110992.2	7358884083482.04	4814055053859.87	16642107994034.9	94288124020814.1	41114882650718.8	77351211139762.4	27654381203760.8	94711390892527.7	108328344363.241	1769690524797.33	115688181682.607	1708433841079.83	499988394663.954	1439025570326.43	1951792634978.5	5208189727641.24	4259523544764.41	11686366881087	2028738404026.56	7165449334656.52	324168205139.897	1637456385909.81	0	1289053641249.75	567587953703.002	1203112633465.14	4808157722414.12	4218195854340.25	21283192420521.8	5127186792133.39	35707440376257	31975656076439.6
20:2	4603210110.63593	4356447469.09358	4766736347.23085	5965468777.8083	3189817565.88958	3661861149.88045	24849676517.9246	32236291105.947	32304619098.9889	47887629898.5082	27748576744.1799	31946177541.4529	10141096529.515	6299571672.40648	5758997811.66239	6873154934.71568	0	6872225718.38144	944137874.407758	3813855408.28408	2549038412.79826	4205922010.84497	2212365328.70372	3480821263.02379	6461753526.27649	8111771100.86791	4928913865.15944	8012185486.81486	5433648098.79986	6750091944.31021	641969369.010303	2599077706.05006	3711389825.80899	3675325452.40853	3331813986.48524	5144366252.17948	22977946781.7779	21137992992.306	31009237932.0115	20310004509.9357	36315901663.1654	37043770608.4744	55744619576.1756	80985753918.4419	93929780813.751	88629798045.6638	97046307359.6543	64866143630.2585	14507177918.4445	16681196361.9202	20086699251.2381	27433313334.3745	20399446249.265	12106162041.7119	55712082430.8965	52481996435.0742	58825801334.2894	70563587815.3505	41090719121.2123	46219229136.7367	25750696285.3461	36407186960.4753	36157004405.3617	25317359168.6139	29463505469.5337	26685382891.4501	31420814705.1924	51823246250.1231	46581998084.2497	58323540695.006	43714510669.5755	22169892729.851	693850669360.723	2618344413499.33	316817792892.522	4181183236868.64	2734628735035.26	1829070484015.05	2605352941347.94	21309294496019.5	10591980663987	28177828023702.1	4774214843970.56	19545218915028.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1091137868058.74	703667881906.238	6891494409403.47	814061371813.494	11001241674089.6	9350512340923.82
20:3	66974149112.0805	54103489537.2824	48489131685.3876	81379702199.135	44503652910.798	72700406049.4386	245314921048.294	319885999948.159	299240882028.389	401722249739.096	270370757789.897	240452826389.006	56670594613.5373	44795763537.6431	27268649455.1503	62213446046.6673	32933969493.3832	60745132841.9547	92897136619.1533	71312941711.7093	54206523128.0831	79928877893.6852	79903460785.7627	84166184472.2707	58828883104.6516	64087207231.5892	45694737644.0369	66777124837.4114	55405945876.667	49338984453.4605	69706109872.7459	98414360952.3092	75985335742.267	90737499288.9298	97144800497.1345	102422254737.383	248879654942.462	238600543289.894	285393156898.07	214958264159.919	343041493594.432	323339149353.502	742732711471.048	550827023834.806	822764222001.396	682826804125.196	785396617874.463	763468632013.538	207455617069.613	162347994137.284	203396102275.991	255406441206.525	269505402585.944	106474360912.658	613789494908.72	430126560057.429	913309629691.011	593483134396.217	645833072207.759	579490920823.194	238348921081.787	331497315509.304	328841833889.994	336668805423.682	240799490385.447	334548165911.891	629609490380.337	690655242893.282	483468507909.022	665701000390.594	382178365066.772	382467723575.246	16776730773420.2	38834069825489.6	7335521681180.43	32712563177211.6	41038567429025.8	43481989156500.7	221352260537245	888010951259823	478972416536380	646040862051238	279706276201263	610307814620124	0	5644576424285	672059992406.394	4593017787548.09	3123450081707.07	2183329992751.85	80376683016899.1	53948322810378	90087627065737.5	182440152496245	73813848708350.4	101352743110819	3164203154927.55	21228832821257.7	5134861315821.02	14174079184880.4	3288532973603.11	17733091890766.4	220852433056112	188346227380866	336482656564802	163246528387352	418698514065196	381937791989190
20:4	306720932058.893	300634975418.331	293493375967.017	298856945677.314	317816924716.35	298136995967.675	553753808741.2	639390205861.631	671360797222.34	793854950173.826	514474190609.957	500780803555.263	413864447308.154	241083989929.57	322441459227.761	293206621311.808	248557892679.13	266430416225.68	415731108027.677	359308233455.635	338465953293.949	434955754918.115	329259265749.845	394954385915.124	257100110630.447	277248901646.762	267058631265.858	262436791963.588	295527827321.519	236669189541.55	286966920920.702	452393668929.792	343860688606.945	393201538177.65	348522988204.555	459513980173.397	953955700609.427	1128904651057.03	1345085682252.57	927761024880.025	1169230751720.57	1325384064582.93	1072930272354.02	873474952161.849	1072454352799.73	880484744112.905	1012034283618.95	1214425210431.21	1323028615174.77	1039640041860.08	1818146722960.13	1410060965743.79	1390373679625.19	966993235273.129	1057084982505.71	1032133971544.03	1321855764339.84	1297843692880.36	1065578612198.62	1212811780794.95	1169053981230.47	1232061021024.66	1598355866368.09	1241152235944.92	1370574972097.34	937236727478.353	1061024497109.55	1461777039385.71	839470899607.038	1182212327627.66	632854188980.506	663312779816.761	696612091773664	779396191268752	770716178269303	822627660515168	768143254067232	765730889328689	224368220141550	2166344414987020	1332358555537160	1534536280772000	253008922945361	2017297522698700	40413480800088.2	201949674560698	251221003433010	215212989390282	54524391412688	148903093190145	88750666414195.8	349602788678225	112196711572992	594032417154643	87398674251504.8	401961666346969	396501386001818	398544794172774	112960294769370	363934724962528	344052900023316	382484657863700	594297788229681	558772894607713	808404271792236	408384705635438	772305104552013	932160330615783
20:5	12955510094.1595	14725401092.4729	14120066995.8163	15727735912.3587	17494561159.2046	16077302701.1351	52392855802.7878	66844208174.3809	51565486938.4902	72812300076.3036	40832382828.2639	52776872429.0009	19614516856.9005	8726808492.42317	10230716102.6638	12719595375.8285	9873446393.51714	14307100900.1321	11073855267.6664	11677826192.5186	7245681617.28068	13463152299.1769	14343401281.2328	18263449435.1897	12482710249.7198	8395907208.79021	6712298674.49111	9923793357.94533	10345371281.1117	8490068620.35195	7443600541.19556	12226116101.8999	7965117517.8619	9559194101.16167	9179739487.53336	10439701011.5104	133370090800.773	135536839978.242	174175307330.082	112226804406.875	170334115738.248	148774645031.2	127265826791.785	81420524304.6981	134221735517.08	71599831021.9886	109360078793.02	124290085734.394	135060344827.73	115969372361.436	126816478368.27	161256199270.76	162765240695.86	90415288255.6605	135061227011.144	92560163813.1083	114875651072.274	129154251889.694	116737365265.519	132931987520.881	204037207889.338	120619783289.453	195114418217.264	123346738807.966	179271510788.1	153723714279.15	115258516746.927	194711371144.172	60528457659.2336	145948130215.388	38525799540.0958	45862362609.9205	116110474448768	117304147322301	89537836084632.3	92684085569351.4	98125778743379.7	98931029710412.7	19062362704617.4	378552531609010	319861164204165	234940511151874	22455978987767.5	424797872848832	1351574871749.27	18435250403884	22862596316756.2	17531194017041.2	1856832797623.85	12495947350122	8964473536178.17	47322007132627.1	9128510508310.98	82861478322849	7298254711302.93	42350490111397.4	32278197562829.9	31245913713087.3	3161398548780.62	28212518720095	27255940851807.5	34574151520057.7	95203994979806.2	110140146177323	84798141879926.7	78350176162333.2	83377697741381.7	95175923574337.8
21:0	0	0	0	0	0	0	1493439202.34604	4191677901.29732	4765732817.67844	5096469877.53023	3662142624.74411	2219433214.32054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343295873.280616	2466568144.61066	2734596892.60415	3698929895.93304	2772122056.71229	3751213339.9752	0	0	0	0	0	0	1087151615.25838	0	0	2024056236.06139	261338872.158263	3301289741.78759	0	0	0	0	0	0	4331284435.29387	1659518465.33588	2561707792.73321	66874669.7888136	1228475964.9344	2575116510.90118	1461831798170.53	918361403720.872	631746762322.517	1616498197542.82	799084125633.481	526219348612.977	0	1504618042799.69	11171874668618.3	3561164025796.59	0	13309480242520.9	0	0	0	0	0	0	0	799928256042.869	0	874428450852.005	0	413311543174.226	0	0	0	0	0	0	567647996735.759	36025218343.9248	1726392284918.85	109709803241.444	1020232811728.53	2489782672159.55
21:1	0	0	0	0	0	0	1075174480.41494	2076082896.01741	3354804773.85641	5449879093.28046	2362266592.0525	2695751494.55593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4233056934.44689	2962800681.11762	9612956703.44112	3161819067.28877	5676273348.90922	3578792702.44153	0	0	0	0	0	0	3194004037.77055	522527913.452005	6239548693.37772	2414022556.77699	759477536.689278	2593071523.86633	0	0	0	0	0	0	5134022261.71505	3586207884.92157	2150257604.95308	3356047442.62226	2766684304.40405	4388865677.09076	1440173132385.26	0	0	671109251676.086	634765752167.351	0	0	7503633534382.14	14180322824655	5908749972404.14	0	10050376318407.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294583320048.991	505144046769.428	287524918400.702	0	37029444116.0398	442171490295.778
22:0	5864340577.34949	4471303350.35063	4503464889.91086	6588431367.41046	6989501075.41846	6298812037.73407	16724128806.3038	18915060877.4306	19891711303.2783	22720258049.6359	15026156141.1898	19726661404.8252	8827990649.89101	7486845310.46129	5614169131.07435	6785937487.38439	5535944776.2127	6924297721.74594	5763834487.34087	5824691109.53387	5246602296.21511	6543975052.58572	6586227496.16088	6377622468.9157	4584849290.74087	5468900258.64967	4053645900.73018	5730752956.20393	7154790050.60533	4195741460.51256	4684070008.26619	7645975590.96467	5592489791.48427	5579295762.54752	6016590314.70885	6556761479.28397	10439631756.8906	29773492701.07	19040979663.9689	19883545280.2763	44212720335.1473	58380735375.5813	24064992828.9071	36664523397.3772	27778053196.5898	25139865840.9507	29062369281.9565	56847608578.7882	24796897030.1401	31900975833.9515	31871389357.0281	39472281171.5037	21709730889.9924	42327613978.8434	25622099549.7072	48472708464.1709	33881973762.8854	53898871222.5497	25739074818.1417	55919954026.563	24985217745.5143	39584755732.7474	32165547511.7646	39697351278.8008	26498308806.5493	23520663950.2332	23510121923.9972	33869576041.7245	30023181019.0835	33880935244.6946	21046341669.2749	31169484872.0242	3662243966655.32	12714986727604.2	4085239015491.58	10167509889895	8653422078714.61	8469129188725.54	14268654588696.1	48690364211431.8	20179469034814.2	37957441839781.1	20263044115870	54119230050852.8	376558405901.223	1715198142145.05	898705356253.536	2100579429678.88	343603343257.274	1524602004026.8	532850287983.826	2237739161100.43	761947350346.261	3099805723372.74	627777299491.758	2485381591232.17	1988372305206.77	2877648147899.47	1203804101941.37	3725993106376.1	1707998107090.82	2439621049534.54	2431137555646.69	2120392326575.02	4284688001475.55	1886067421573.14	4721213038076.64	5751890352932.02
